0, 1001; 3.555153, 3.700818, -1.607579; 0, 43, 1, 1; 29995882; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1001; 3.555594, 3.705254, -1.593329 / 3.555782, 3.705372, -1.592681 / 3.555405, 3.705137, -1.593976; 0, 43, 1, 1; 29993572; 2, 2, 1; 1, 2, 1; 1, 1, 2/ 3, 1, 1/ 4, 1, 1;
0, 1001; 3.555807, 3.705100, -1.593513 / 3.556228, 3.706328, -1.592438 / 3.555386, 3.703871, -1.594589; 0, 43, 1, 1; 29993568; 2, 2, 2; 3, 1, 0; 2, 1, 2/ 3, 4, 1/ 1, 8, 2/ 2, 9, 1;
0, 1001; 3.557660, 3.702615, -1.592793; 0, 43, 1, 1; 29993493; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1001; 3.562278, 3.700423, -1.600810; 0, 43, 1, 1; 29994711; 0, 1, 0; 1, 0, 0; 3, 1, 1;
1, 1008; -3.025659, -3.316944, 2.893742; 0, 4, 1, 1; 179649960; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1011; -0.882540, 3.798907, -3.841669; 0, 44, 1, 1; 48904947; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 1014; -2.383162, -2.796409, 3.688257; 0, 40, 1, 1; 38101208; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1018; -2.319585, -1.390794, 1.735003; 0, 7, 1, 1; 118623076; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1018; -2.474708, -2.472936, 2.828356; 0, 5, 1, 0; 6971739; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1018; -2.502011, -2.596777, 3.084544; 0, 5, 1, 0; 7297187; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1018; -2.505399, -2.596842, 3.088806; 0, 5, 1, 0; 7297333; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1018; -2.507473, -2.792216, 3.396591; 0, 4, 1, 1; 193578421; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1018; -2.579731, -0.189206, 0.690051; 0, 4, 1, 0; 49427882; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1018; -2.770875, 0.086259, 0.405477; 0, 3, 1, 0; 49052798; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1018; -2.772951, 0.086266, 0.406282 / -2.772313, 0.086569, 0.406855 / -2.773589, 0.085962, 0.405709; 0, 3, 1, 0; 49052877; 1, 0, 2; 0, 2, 1; 1, 1, 2/ 4, 1, 2;
0, 1018; -3.577446, 1.106571, -0.197688; 0, 3, 1, 0; 75539054; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1018; -3.706387, 1.388089, -0.456895; 0, 3, 1, 0; 90264878; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1018; -3.826070, 1.742582, -0.755111; 0, 3, 1, 0; 90892018; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1018; -3.847173, 1.741687, -0.747174; 0, 3, 1, 0; 90890575; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1023; 1.277870, -1.869001, 3.714397; 0, 39, 1, 0; 8095890; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1023; 1.754229, -2.431305, 2.301533; 0, 24, 1, 1; 249851478; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 1025; -1.181989, 0.952921, -2.802956 / -1.181712, 0.953145, -2.802904 / -1.182266, 0.952697, -2.803008; 0, 12, 1, 0; 27306064; 1, 0, 2; 1, 1, 0; 3, 1, 2/ 4, 2, 2;
0, 1025; -3.616201, 3.401177, 1.064830; 0, 3, 1, 1; 155639993; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 1040; -2.804225, -1.612248, 2.835069; 0, 5, 1, 0; 28703683; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1040; -2.808936, -1.607900, 2.842823; 0, 5, 1, 0; 28704864; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1040; -2.855652, -1.561985, 2.756295; 0, 5, 1, 0; 28592427; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1040; -3.066376, -1.391524, 2.490695; 0, 5, 1, 0; 38972211; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1040; -3.259601, -0.279023, 0.713263; 0, 4, 1, 0; 50372810; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 1040; -3.503906, -0.795180, 1.739281; 0, 4, 1, 1; 73168717; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1040; -3.523740, 0.193036, 0.827354; 0, 4, 1, 0; 48075180; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1040; -3.534039, 0.202667, 0.827947; 0, 4, 1, 0; 48076431; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1040; -3.661386, -0.377040, 1.397474; 0, 4, 1, 1; 62061541; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1040; -3.744413, 0.372204, 0.967437 / -3.744189, 0.373202, 0.967646 / -3.744638, 0.371206, 0.967228; 0, 4, 1, 0; 33344106; 2, 1, 2; 0, 3, 1; 1, 1, 2/ 1, 4, 2/ 4, 7, 1;
0, 1040; -3.744608, 0.376572, 0.965871; 0, 4, 1, 0; 33344095; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1040; -3.749667, 0.376451, 0.967217; 0, 4, 1, 0; 33345218; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1056; -1.936438, 3.687617, 3.090913; 0, 41, 1, 0; 21342195; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1060; -0.761692, -0.532184, 3.679004; 0, 39, 1, 1; 70786362; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 1070; -3.511460, -0.861652, -1.477406; 0, 2, 1, 0; 93955019; 0, 1, 0; 1, 0, 0; 3, 1, 1;
1, 1072; -2.323904, -3.104802, -2.454438; 0, 13, 1, 0; 10634966; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1072; -2.814742, -3.550306, -2.336100; 0, 2, 1, 1; 177339973; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1086; -2.026049, 1.857575, 2.821359; 0, 6, 1, 0; 45563218; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 1091; 1.271365, 1.517717, -2.061374; 0, 28, 1, 0; 37436954; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1095; -0.841303, -0.099059, 3.822093; 0, 39, 1, 1; 71116596; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1095; 3.624225, -1.168175, 1.564002; 0, 46, 1, 1; 77725318; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1095; 3.638751, -1.172988, 1.567310 / 3.639340, -1.172640, 1.567363 / 3.638161, -1.173337, 1.567258; 0, 46, 1, 1; 77725925; 2, 1, 1; 0, 2, 1; 4, 1, 1/ 1, 6, 2;
0, 1095; 3.641763, -1.172881, 1.566283; 0, 46, 1, 1; 77725858; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1095; 3.642261, -1.172843, 1.567109 / 3.643292, -1.172096, 1.567347 / 3.641229, -1.173591, 1.566871; 0, 46, 1, 1; 77725934; 1, 0, 2; 0, 2, 0; 4, 1, 2/ 4, 8, 2;
1, 1096; 1.857275, -0.556687, 1.234266; 0, 25, 1, 1; 135719612; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1104; 0.825283, 1.877039, 1.367842; 0, 25, 1, 1; 200400793; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1104; 0.827030, 1.875995, 1.348183 / 0.827178, 1.876381, 1.348603 / 0.826883, 1.875609, 1.347763; 0, 25, 1, 1; 200403270; 0, 2, 0; 0, 2, 0; 4, 1, 1/ 4, 3, 1;
0, 1104; 0.848330, 2.028883, 1.687016; 0, 25, 1, 1; 200660381; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 1106; -0.739335, 1.559873, -2.930313; 0, 14, 1, 1; 79423633; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1106; -0.834119, 1.442626, -2.840524; 0, 14, 1, 1; 76849647; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1106; -0.844929, 1.444277, -2.885078; 0, 14, 1, 1; 76855542; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1106; -0.846372, 1.442755, -2.888329; 0, 14, 1, 1; 76856580; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1106; -0.849630, 1.432345, -2.891966; 0, 14, 1, 1; 76856546; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1106; -0.855892, 1.407581, -2.892014; 0, 14, 1, 1; 76978179; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1106; -1.019481, 1.096083, -2.373784; 0, 11, 1, 0; 16847911; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1106; -1.349754, 0.624179, -2.055512; 0, 11, 1, 0; 12946178; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1106; -1.546362, -0.027230, -1.892659; 0, 10, 1, 1; 127812588; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1106; -2.344896, -2.512283, -0.674773; 0, 9, 1, 1; 126914289; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1106; 0.065661, 2.179951, -2.871456; 0, 14, 1, 1; 102083775; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1106; 0.066550, 2.179558, -2.880581 / 0.066589, 2.180048, -2.880346 / 0.066512, 2.179068, -2.880817; 0, 14, 1, 1; 102082571; 1, 0, 2; 0, 2, 0; 1, 1, 2/ 1, 2, 2;
0, 1106; 0.338768, 2.443308, -2.836236; 0, 14, 1, 1; 105819353; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1106; 0.576723, 2.670817, -2.804148; 0, 14, 1, 1; 105490831; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1111; -3.776138, -0.797701, -2.293222; 0, 2, 1, 0; 89387427; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1123; -1.973377, 3.221840, 0.968155; 0, 8, 1, 1; 80069689; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1124; 3.016862, -1.172135, -3.738386; 0, 30, 1, 1; 52899609; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1124; 3.023942, -1.171533, -3.743758; 0, 30, 1, 1; 52898507; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1124; 3.024314, -1.170985, -3.762884; 0, 30, 1, 1; 52896033; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1124; 3.024559, -1.169637, -3.751649; 0, 30, 1, 1; 52897314; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1124; 3.035165, -1.164365, -3.763002 / 3.035687, -1.164188, -3.762961 / 3.034644, -1.164542, -3.763043; 0, 30, 1, 1; 52895717; 1, 0, 2; 0, 2, 1; 4, 1, 2/ 1, 5, 2;
0, 1124; 3.038257, -1.162845, -3.764552; 0, 30, 1, 1; 52895653; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1124; 3.041196, -1.164095, -3.773580; 0, 30, 1, 1; 52894296; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1128; 3.204288, 2.589227, 1.267730; 0, 34, 1, 1; 84854262; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1128; 3.536422, 2.361769, 1.312187 / 3.536967, 2.363345, 1.312267 / 3.535878, 2.360194, 1.312107; 0, 34, 1, 1; 92554371; 2, 1, 1; 0, 2, 1; 1, 1, 1/ 4, 9, 2;
0, 1128; 3.543094, 2.345883, 1.302789; 0, 34, 1, 1; 92648594; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1128; 3.633651, 2.200128, 1.107912; 0, 45, 1, 1; 43872520; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 1145; 3.660761, -3.221617, -3.803270; 0, 46, 1, 1; 138439145; 1, 0, 1; 1, 0, 0; 3, 1, 2;
1, 1148; -1.905939, 3.229074, 0.968669; 0, 8, 1, 1; 80079239; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1148; -1.912387, 3.229809, 0.972586 / -1.912023, 3.229845, 0.973134 / -1.912751, 3.229773, 0.972038; 0, 8, 1, 1; 80078128; 1, 0, 2; 0, 2, 0; 1, 1, 2/ 1, 3, 2;
0, 1148; -1.914771, 3.228237, 0.977025; 0, 8, 1, 1; 80077975; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1148; -1.925106, 3.210592, 0.940327; 0, 8, 1, 1; 80207288; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 1148; -3.670531, 3.222121, -1.973940; 0, 1, 1, 1; 240971682; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1148; -3.722353, 3.220701, -2.036066; 0, 1, 1, 1; 240996980; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 1149; 2.622640, 3.669261, 0.168897; 0, 42, 1, 1; 41640613; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1149; 2.655143, 3.702658, 0.155790 / 2.655395, 3.704133, 0.156082 / 2.654892, 3.701184, 0.155498; 0, 42, 1, 1; 41520760; 2, 1, 2; 0, 3, 1; 1, 1, 1/ 1, 3, 2/ 4, 8, 2;
0, 1149; 2.655923, 3.703403, 0.157331; 0, 42, 1, 1; 41520690; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1149; 2.659659, 3.706899, 0.146792; 0, 42, 1, 1; 41522138; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1149; 2.660662, 3.701937, 0.147359; 0, 42, 1, 1; 41521904; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1149; 2.662201, 3.704378, 0.146221; 0, 42, 1, 1; 41522127; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 1151; 2.160260, -0.848900, 2.790558; 0, 36, 1, 1; 106758362; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1151; 2.167385, -0.846717, 2.791186; 0, 36, 1, 1; 106758537; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1151; 2.173322, -0.842548, 2.790546; 0, 36, 1, 1; 106758495; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 1155; 0.378863, 0.967485, 1.608749 / 0.380062, 0.969111, 1.608905 / 0.377664, 0.965858, 1.608592; 0, 22, 1, 0; 6321080; 2, 1, 1; 1, 1, 0; 1, 1, 1/ 2, 11, 2;
1, 1165; -2.976855, -3.223560, -2.805200; 0, 1, 1, 0; 24069423; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1165; -2.980467, -3.579072, -2.288842 / -2.979745, -3.578224, -2.288815 / -2.981189, -3.579921, -2.288868; 0, 2, 1, 1; 177452582; 1, 0, 2; 0, 2, 1; 1, 1, 2/ 4, 7, 2;
0, 1165; -2.980687, -3.572474, -2.297513; 0, 2, 1, 1; 177451215; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 1171; -0.563259, -2.794178, 0.114318; 0, 18, 1, 0; 1736907; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1171; -0.842805, -3.248075, 0.440407; 0, 17, 1, 1; 71125476; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1171; 0.329335, -1.911311, -1.738520; 0, 16, 1, 1; 87064661; 0, 1, 0; 0, 1, 0; 1, 1, 1;
1, 1195; 1.159273, 2.958912, 0.187579; 0, 26, 1, 1; 61929343; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1195; 1.597879, 3.277712, -0.137219; 0, 26, 1, 1; 54048228; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1195; 2.027538, 3.548537, -0.170901; 0, 26, 1, 0; 46212398; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1197; -0.450614, -3.209349, 0.110958; 0, 17, 1, 1; 71743772; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 1197; -0.688868, -3.070641, -0.227098; 0, 17, 1, 1; 70361653; 0, 1, 0; 1, 0, 0; 3, 1, 1;
1, 1201; -0.963003, 1.724441, 1.918587; 0, 8, 1, 0; 32170657; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1201; -0.967407, 1.728571, 1.911723; 0, 8, 1, 0; 32169313; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1209; -2.955178, 0.937072, -2.899248; 0, 1, 1, 1; 150090772; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1216; -0.362151, 0.095372, -2.313310 / -0.362104, 0.095658, -2.313169 / -0.362198, 0.095085, -2.313450; 0, 16, 1, 0; 27811289; 2, 1, 1; 2, 0, 0; 3, 1, 2/ 2, 3, 1;
0, 1216; 1.044307, -0.051540, -2.328586; 0, 27, 1, 1; 176191752; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1216; 1.139633, 0.070266, -2.260151; 0, 27, 1, 1; 183124633; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1216; 1.347735, 0.374945, -2.044882; 0, 28, 1, 0; 1305411; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1233; 0.057120, 1.270302, -2.295661; 0, 15, 1, 1; 99560302; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1233; 0.149948, 1.174874, -2.293524; 0, 15, 1, 1; 100462102; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1233; 0.697915, 0.408766, -2.270427; 0, 28, 1, 0; 5113130; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 1242; -1.831831, 3.584709, 1.339509; 0, 8, 1, 1; 92162778; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1245; 2.266756, -3.826573, -2.333760; 0, 32, 1, 1; 107502828; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1245; 2.271839, -3.822355, -2.336538; 0, 32, 1, 1; 107501861; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1245; 2.272384, -3.827025, -2.334652; 0, 32, 1, 1; 107501705; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1245; 2.278963, -3.825855, -2.335239; 0, 32, 1, 1; 107500729; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1246; -2.924443, 2.339480, -3.751103; 0, 1, 1, 1; 187011057; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 1247; 0.358264, 3.377714, 0.697200; 0, 20, 1, 1; 44119153; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1247; 1.115447, 2.502396, 2.784855; 0, 24, 1, 0; 93334789; 0, 1, 0; 1, 0, 0; 2, 1, 1;
1, 1252; 1.886294, 0.877080, 2.887137; 0, 24, 1, 1; 146204578; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1252; 1.900289, 0.876472, 2.866524; 0, 24, 1, 1; 146207323; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1252; 1.991702, 0.670723, 2.469458; 0, 24, 1, 1; 146019242; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1252; 2.162193, 0.653755, 1.631803; 0, 34, 1, 1; 137364294; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1258; -1.634565, 2.419897, -3.866623; 0, 11, 1, 1; 124183736; 1, 0, 1; 1, 0, 0; 2, 1, 2;
1, 1260; 3.102826, 1.611911, -3.149729; 0, 30, 1, 1; 137956411; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1260; 3.104560, 1.604898, -3.145992; 0, 30, 1, 1; 137956524; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1260; 3.108391, 1.608472, -3.145010; 0, 30, 1, 1; 137956543; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1260; 3.109389, 1.609432, -3.142806; 0, 30, 1, 1; 137957587; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1260; 3.111371, 1.603353, -3.143139; 0, 30, 1, 1; 137957414; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1260; 3.271389, 1.475053, -2.782301 / 3.272097, 1.475459, -2.782023 / 3.270682, 1.474646, -2.782579; 0, 30, 1, 1; 125653511; 1, 0, 2; 1, 1, 0; 1, 1, 2/ 2, 5, 2;
0, 1260; 3.376306, 1.344852, -2.460062; 0, 30, 1, 1; 122947936; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1262; -1.402875, 1.654900, 2.058645; 0, 8, 1, 0; 35338732; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1262; -3.054873, 1.893165, 2.212505; 0, 5, 1, 1; 139050582; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1262; -3.512602, 2.061222, 2.227286; 0, 5, 1, 1; 139372773; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1262; 2.332499, 2.341417, 1.898271; 0, 34, 1, 1; 97687643; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1278; 3.541997, 2.680913, 3.695557; 0, 38, 1, 0; 37835090; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 1281; 1.301491, -1.756505, -2.973019; 0, 29, 1, 1; 73072744; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1281; 1.302182, -1.424165, -3.237265; 0, 29, 1, 0; 62151535; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1281; 1.422852, -1.873796, -2.815362; 0, 29, 1, 1; 78259981; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1281; 1.426657, -1.873478, -2.806063; 0, 29, 1, 1; 78261261; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1281; 1.437285, -1.871270, -2.787177 / 1.437353, -1.870411, -2.787061 / 1.437217, -1.872130, -2.787293; 0, 29, 1, 1; 78263841; 1, 0, 2; 0, 2, 0; 1, 1, 2/ 1, 4, 2;
1, 1282; 3.840258, 1.878116, -0.722830; 0, 45, 1, 1; 52078747; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1297; -1.466471, -0.710853, -3.424203; 0, 12, 1, 1; 85248817; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1297; -1.621820, -0.408914, -2.959374; 0, 12, 1, 1; 76607666; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1297; -1.622466, -0.404273, -2.956147; 0, 12, 1, 1; 76607571; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1297; -1.629390, -0.373042, -2.925797; 0, 12, 1, 1; 76475738; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1297; -1.630999, -0.371574, -2.926980; 0, 12, 1, 1; 76475655; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 1297; -1.633805, -0.369517, -2.923316; 0, 12, 1, 1; 76475416; 0, 1, 0; 0, 1, 0; 4, 1, 1;
1, 1298; -2.595208, -3.632932, -3.461105; 0, 1, 1, 0; 7611111; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1301; -1.905252, -3.697334, 0.107433 / -1.905100, -3.696945, 0.107586 / -1.905404, -3.697722, 0.107280; 0, 10, 1, 0; 9259842; 0, 3, 0; 2, 1, 0; 2, 1, 1/ 1, 2, 1/ 3, 3, 1;
0, 1301; -1.907690, -3.692852, 0.105593; 0, 10, 1, 0; 9259622; 1, 0, 1; 1, 0, 0; 2, 1, 2;
0, 1301; -1.908011, -3.701878, 0.115196; 0, 10, 1, 0; 9261026; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1301; -1.909060, -3.694963, 0.084575; 0, 10, 1, 0; 9256333; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1301; -1.986825, -3.634782, 0.129512 / -1.986294, -3.634555, 0.129837 / -1.987356, -3.635009, 0.129188; 0, 10, 1, 0; 9052364; 1, 0, 2; 1, 1, 0; 3, 1, 2/ 1, 2, 2;
1, 1305; -1.529076, -3.640105, -3.127732 / -1.528885, -3.639521, -3.126967 / -1.529267, -3.640689, -3.128496; 0, 13, 1, 1; 32767127; 2, 1, 1; 0, 2, 1; 1, 1, 1/ 4, 3, 2;
0, 1305; -1.529085, -3.639317, -3.129155; 0, 13, 1, 1; 32767048; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1305; -1.529287, -3.641821, -3.127367 / -1.528718, -3.641340, -3.126823 / -1.529857, -3.642302, -3.127910; 0, 13, 1, 1; 32767134; 1, 0, 2; 0, 2, 1; 1, 1, 2/ 4, 1, 2;
0, 1305; -1.533041, -3.642529, -3.123484; 0, 13, 1, 1; 32768017; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1305; -1.755090, -3.774924, -2.497189 / -1.754995, -3.774709, -2.497110 / -1.755185, -3.775140, -2.497269; 0, 13, 1, 1; 29476270; 2, 1, 1; 2, 0, 0; 3, 1, 2/ 3, 2, 1;
0, 1305; -1.768781, -3.773929, -2.488915; 0, 13, 1, 1; 29476131; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1305; -1.947205, -3.858968, -2.381008; 0, 10, 1, 0; 20865568; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1305; -1.949927, -3.873070, -2.383272; 0, 10, 1, 0; 20865766; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1305; -1.953053, -3.872551, -2.378459 / -1.952342, -3.872344, -2.378412 / -1.953763, -3.872758, -2.378506; 0, 10, 1, 0; 20866822; 2, 1, 1; 0, 2, 1; 4, 1, 2/ 1, 3, 1;
0, 1305; -1.953792, -3.860449, -2.378150; 0, 10, 1, 0; 20866692; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1305; -1.956297, -3.880321, -2.376103; 0, 10, 1, 0; 20867076; 1, 0, 1; 0, 1, 0; 1, 1, 2;
1, 1308; 2.893378, 1.697949, -2.856488; 0, 30, 1, 1; 136704706; 1, 0, 1; 1, 0, 0; 3, 1, 2;
0, 1308; 3.643353, 3.792026, -2.285169; 0, 43, 1, 1; 48537181; 1, 0, 1; 0, 1, 0; 4, 1, 2;
1, 1314; -0.200220, -1.603931, 1.153325; 0, 23, 1, 0; 33904575; 1, 0, 1; 0, 1, 0; 1, 1, 2;
0, 1314; 0.024785, -1.604219, 1.011378 / 0.025085, -1.603942, 1.011437 / 0.024485, -1.604496, 1.011320; 0, 23, 1, 0; 33777505; 2, 1, 1; 2, 0, 0; 3, 1, 1/ 2, 2, 2;
0, 1314; 0.032812, -1.588549, 1.007397; 0, 23, 1, 0; 33778132; 1, 0, 1; 0, 1, 0; 4, 1, 2;
0, 1314; 0.154099, -1.552794, 1.256214; 0, 23, 1, 0; 32553795; 0, 1, 0; 1, 0, 0; 2, 1, 1;
0, 1314; 0.158157, -1.558385, 1.263636 / 0.158186, -1.557783, 1.264078 / 0.158129, -1.558987, 1.263193; 0, 23, 1, 0; 32553907; 2, 1, 1; 1, 1, 0; 4, 1, 1/ 2, 6, 2;
0, 1314; 0.161541, -1.570156, 1.270825; 0, 23, 1, 0; 32554523; 0, 1, 0; 0, 1, 0; 4, 1, 1;
0, 1314; 0.167180, -1.568559, 1.274380; 0, 23, 1, 0; 32555423; 0, 1, 0; 0, 1, 0; 1, 1, 1;
0, 1314; 0.168410, -1.565334, 1.279188; 0, 23, 1, 0; 32555478; 0, 1, 0; 1, 0, 0; 3, 1, 1;
0, 1314; 0.169863, -1.724010, 1.262507 / 0.169884, -1.723779, 1.262533 / 0.169842, -1.724240, 1.262481; 0, 23, 1, 0; 32621935; 2, 1, 1; 1, 1, 0; 1, 1, 2/ 2, 2, 1;
0, 1314; 0.325106, -2.370544, 0.968148; 0, 23, 1, 0; 51446434; 1, 0, 1; 0, 1, 0; 4, 1, 2;
